# Attribute keys of go.opentelemetry.io/otel/semconv/v1.43.0, from module go.opentelemetry.io/otel v1.46.0.
# Columns: attribute<TAB>go constant.
system.filesystem.mountpoint	SystemFilesystemMountpointKey
system.filesystem.state	SystemFilesystemStateKey
system.filesystem.type	SystemFilesystemTypeKey
system.memory.linux.hugepages.state	SystemMemoryLinuxHugepagesStateKey
system.memory.linux.slab.state	SystemMemoryLinuxSlabStateKey
system.memory.state	SystemMemoryStateKey
system.paging.direction	SystemPagingDirectionKey
system.paging.fault.type	SystemPagingFaultTypeKey
system.paging.state	SystemPagingStateKey
telemetry.distro.name	TelemetryDistroNameKey
telemetry.distro.version	TelemetryDistroVersionKey
telemetry.sdk.language	TelemetrySDKLanguageKey
telemetry.sdk.name	TelemetrySDKNameKey
telemetry.sdk.version	TelemetrySDKVersionKey
test.case.name	TestCaseNameKey
test.case.result.status	TestCaseResultStatusKey
test.suite.name	TestSuiteNameKey
test.suite.run.status	TestSuiteRunStatusKey
thread.id	ThreadIDKey
thread.name	ThreadNameKey
tls.cipher	TLSCipherKey
tls.client.certificate	TLSClientCertificateKey
tls.client.certificate_chain	TLSClientCertificateChainKey
tls.client.hash.md5	TLSClientHashMd5Key
tls.client.hash.sha1	TLSClientHashSha1Key
tls.client.hash.sha256	TLSClientHashSha256Key
tls.client.issuer	TLSClientIssuerKey
tls.client.ja3	TLSClientJa3Key
tls.client.not_after	TLSClientNotAfterKey
tls.client.not_before	TLSClientNotBeforeKey
tls.client.subject	TLSClientSubjectKey
tls.client.supported_ciphers	TLSClientSupportedCiphersKey
tls.curve	TLSCurveKey
tls.established	TLSEstablishedKey
tls.next_protocol	TLSNextProtocolKey
tls.protocol.name	TLSProtocolNameKey
tls.protocol.version	TLSProtocolVersionKey
tls.resumed	TLSResumedKey
tls.server.certificate	TLSServerCertificateKey
tls.server.certificate_chain	TLSServerCertificateChainKey
tls.server.hash.md5	TLSServerHashMd5Key
tls.server.hash.sha1	TLSServerHashSha1Key
tls.server.hash.sha256	TLSServerHashSha256Key
tls.server.issuer	TLSServerIssuerKey
tls.server.ja3s	TLSServerJa3sKey
tls.server.not_after	TLSServerNotAfterKey
tls.server.not_before	TLSServerNotBeforeKey
tls.server.subject	TLSServerSubjectKey
url.domain	URLDomainKey
url.extension	URLExtensionKey
url.fragment	URLFragmentKey
url.full	URLFullKey
url.original	URLOriginalKey
url.path	URLPathKey
url.port	URLPortKey
url.query	URLQueryKey
url.registered_domain	URLRegisteredDomainKey
url.scheme	URLSchemeKey
url.subdomain	URLSubdomainKey
url.template	URLTemplateKey
url.top_level_domain	URLTopLevelDomainKey
user_agent.name	UserAgentNameKey
user_agent.original	UserAgentOriginalKey
user_agent.os.name	UserAgentOSNameKey
user_agent.os.version	UserAgentOSVersionKey
user_agent.synthetic.type	UserAgentSyntheticTypeKey
user_agent.version	UserAgentVersionKey
user.email	UserEmailKey
user.full_name	UserFullNameKey
user.hash	UserHashKey
user.id	UserIDKey
user.name	UserNameKey
user.roles	UserRolesKey
vcs.change.id	VCSChangeIDKey
vcs.change.state	VCSChangeStateKey
vcs.change.title	VCSChangeTitleKey
vcs.line_change.type	VCSLineChangeTypeKey
vcs.owner.name	VCSOwnerNameKey
vcs.provider.name	VCSProviderNameKey
vcs.ref.base.name	VCSRefBaseNameKey
vcs.ref.base.revision	VCSRefBaseRevisionKey
vcs.ref.base.type	VCSRefBaseTypeKey
vcs.ref.head.name	VCSRefHeadNameKey
vcs.ref.head.revision	VCSRefHeadRevisionKey
vcs.ref.head.type	VCSRefHeadTypeKey
vcs.ref.type	VCSRefTypeKey
vcs.repository.name	VCSRepositoryNameKey
vcs.repository.url.full	VCSRepositoryURLFullKey
vcs.revision_delta.direction	VCSRevisionDeltaDirectionKey
webengine.description	WebEngineDescriptionKey
webengine.name	WebEngineNameKey
webengine.version	WebEngineVersionKey
zos.smf.id	ZOSSmfIDKey
zos.sysplex.name	ZOSSysplexNameKey
